# OCR character variations
#
5,S
5,s
2,Z
2,z
1,|
6,G
g,9
q,9
q,4
B,8
A,4
0,o
0,O
m,n
u,v
U,V
Y,V
y,v
D,O
Q,O
F,P
E,F
l,J
j,i
l,1
g,q
h,b
l,I
i,'l
13,B
12,R
17,n
iii,m
cl,d
w,vv
ri,n
k,lc
lo,b
IJ,U
lJ,U
LI,U
I-I,H
l>,b
1>,b
l<,k
1<,k
m,rn
l,|
i,:
