dataset,state,year,number_of_rows,column,noise_type,proportion
current_population_survey,TN,2020,91459,date_of_birth,copy_from_household_member,0.6624170393290982
current_population_survey,TN,2021,76706,date_of_birth,copy_from_household_member,0.7548562042082757
current_population_survey,TN,2022,68398,date_of_birth,copy_from_household_member,0.822831076932074
current_population_survey,TN,2023,65920,date_of_birth,copy_from_household_member,0.809375
current_population_survey,TN,2024,65023,date_of_birth,copy_from_household_member,0.8025929286560141
current_population_survey,TN,2025,63525,date_of_birth,copy_from_household_member,0.7916883116883117
current_population_survey,TN,2026,75697,date_of_birth,copy_from_household_member,0.6536718760320752
current_population_survey,TN,2027,62105,date_of_birth,copy_from_household_member,0.7766363416794139
current_population_survey,TN,2028,74689,date_of_birth,copy_from_household_member,0.6190871480405414
current_population_survey,TN,2029,74115,date_of_birth,copy_from_household_member,0.6155029346286177
current_population_survey,TN,2030,60258,date_of_birth,copy_from_household_member,0.7570613030634936
current_population_survey,TN,2031,58297,date_of_birth,copy_from_household_member,0.7426454191467828
current_population_survey,TN,2032,74518,date_of_birth,copy_from_household_member,0.5821814863522907
current_population_survey,TN,2033,56832,date_of_birth,copy_from_household_member,0.7345509572072072
current_population_survey,TN,2034,57407,date_of_birth,copy_from_household_member,0.7351890884386921
current_population_survey,TN,2035,57040,date_of_birth,copy_from_household_member,0.7286816269284713
current_population_survey,TN,2036,74822,date_of_birth,copy_from_household_member,0.5393868113656412
current_population_survey,TN,2037,74241,date_of_birth,copy_from_household_member,0.5388397246804326
current_population_survey,TN,2038,55805,date_of_birth,copy_from_household_member,0.7165486963533734
current_population_survey,TN,2039,75539,date_of_birth,copy_from_household_member,0.5180370404691617
current_population_survey,TN,2040,54949,date_of_birth,copy_from_household_member,0.7090938870589092
current_population_survey,TN,2041,25012,date_of_birth,copy_from_household_member,0.7067407644330721
current_population_survey,TX,2019,305178,date_of_birth,copy_from_household_member,0.8933802567681812
current_population_survey,TX,2020,309885,date_of_birth,copy_from_household_member,0.8362231150265421
current_population_survey,TX,2021,289431,date_of_birth,copy_from_household_member,0.8578866811087962
current_population_survey,TX,2022,291070,date_of_birth,copy_from_household_member,0.8198440237743498
current_population_survey,TX,2023,307278,date_of_birth,copy_from_household_member,0.7538190173068036
current_population_survey,TX,2024,284705,date_of_birth,copy_from_household_member,0.7898386048717093
current_population_survey,TX,2025,291169,date_of_birth,copy_from_household_member,0.7487644632498652
current_population_survey,TX,2026,290246,date_of_birth,copy_from_household_member,0.7334054560614099
current_population_survey,TX,2027,262165,date_of_birth,copy_from_household_member,0.7903991760913929
current_population_survey,TX,2028,272614,date_of_birth,copy_from_household_member,0.7458127609000271
current_population_survey,TX,2029,281298,date_of_birth,copy_from_household_member,0.6984372444880518
current_population_survey,TX,2030,267444,date_of_birth,copy_from_household_member,0.7244208133291455
current_population_survey,TX,2031,295714,date_of_birth,copy_from_household_member,0.6439329893072361
current_population_survey,TX,2032,264077,date_of_birth,copy_from_household_member,0.7116939377530038
current_population_survey,TX,2033,278443,date_of_birth,copy_from_household_member,0.664671045779567
current_population_survey,TX,2034,297678,date_of_birth,copy_from_household_member,0.6147750253629761
current_population_survey,TX,2035,259281,date_of_birth,copy_from_household_member,0.689094071682846
current_population_survey,TX,2036,327503,date_of_birth,copy_from_household_member,0.5424347257887714
current_population_survey,TX,2037,238945,date_of_birth,copy_from_household_member,0.7260792232522129
current_population_survey,TX,2038,255247,date_of_birth,copy_from_household_member,0.669375154262342
current_population_survey,TX,2039,272319,date_of_birth,copy_from_household_member,0.6228063410926157
current_population_survey,TX,2040,293015,date_of_birth,copy_from_household_member,0.57432554647373
current_population_survey,TX,2041,128483,date_of_birth,copy_from_household_member,0.6076601573749056
current_population_survey,UT,2019,33864,date_of_birth,copy_from_household_member,0.921657217103709
current_population_survey,UT,2020,32659,date_of_birth,copy_from_household_member,0.9007318044030742
current_population_survey,UT,2021,31434,date_of_birth,copy_from_household_member,0.8831838137049055
current_population_survey,UT,2022,38693,date_of_birth,copy_from_household_member,0.6703021218308222
current_population_survey,UT,2023,38419,date_of_birth,copy_from_household_member,0.640906842968323
current_population_survey,UT,2024,29688,date_of_birth,copy_from_household_member,0.8367353812988413
current_population_survey,UT,2025,28018,date_of_birth,copy_from_household_member,0.8229709472481976
current_population_survey,UT,2026,39972,date_of_birth,copy_from_household_member,0.573801661162814
current_population_survey,UT,2027,27093,date_of_birth,copy_from_household_member,0.8012401727383457
current_population_survey,UT,2028,26734,date_of_birth,copy_from_household_member,0.793783197426498
current_population_survey,UT,2029,25962,date_of_birth,copy_from_household_member,0.7805253832524459
current_population_survey,UT,2030,26483,date_of_birth,copy_from_household_member,0.7790658158063664
current_population_survey,UT,2031,25544,date_of_birth,copy_from_household_member,0.7619010335108048
current_population_survey,UT,2032,25351,date_of_birth,copy_from_household_member,0.7570115577294781
current_population_survey,UT,2033,41050,date_of_birth,copy_from_household_member,0.46679658952496955
current_population_survey,UT,2034,25012,date_of_birth,copy_from_household_member,0.74316328162482
current_population_survey,UT,2035,24730,date_of_birth,copy_from_household_member,0.734007278608977
current_population_survey,UT,2036,24303,date_of_birth,copy_from_household_member,0.7313911862732996
current_population_survey,UT,2037,24727,date_of_birth,copy_from_household_member,0.7289602458850649
current_population_survey,UT,2038,24187,date_of_birth,copy_from_household_member,0.7193947161698433
current_population_survey,UT,2039,24089,date_of_birth,copy_from_household_member,0.7174228901158205
current_population_survey,UT,2040,23854,date_of_birth,copy_from_household_member,0.7101534333864341
current_population_survey,UT,2041,11147,date_of_birth,copy_from_household_member,0.7163362339642954
current_population_survey,VA,2019,96931,date_of_birth,copy_from_household_member,0.8226573542004106
current_population_survey,VA,2020,107887,date_of_birth,copy_from_household_member,0.7042553783124936
current_population_survey,VA,2021,99826,date_of_birth,copy_from_household_member,0.7103960891951997
current_population_survey,VA,2022,91706,date_of_birth,copy_from_household_member,0.7502998713279393
current_population_survey,VA,2023,80418,date_of_birth,copy_from_household_member,0.816856922579522
current_population_survey,VA,2024,99429,date_of_birth,copy_from_household_member,0.634633758762534
current_population_survey,VA,2025,77092,date_of_birth,copy_from_household_member,0.7976184299278783
current_population_survey,VA,2026,86911,date_of_birth,copy_from_household_member,0.6783951398557144
current_population_survey,VA,2027,74659,date_of_birth,copy_from_household_member,0.7788344338927657
current_population_survey,VA,2028,87001,date_of_birth,copy_from_household_member,0.6502913759611958
current_population_survey,VA,2029,71804,date_of_birth,copy_from_household_member,0.768453010974319
current_population_survey,VA,2030,70594,date_of_birth,copy_from_household_member,0.7569340170552739
current_population_survey,VA,2031,69917,date_of_birth,copy_from_household_member,0.752921320994894
current_population_survey,VA,2032,69174,date_of_birth,copy_from_household_member,0.7449041547402203
current_population_survey,VA,2033,68535,date_of_birth,copy_from_household_member,0.7400014591084847
current_population_survey,VA,2034,84928,date_of_birth,copy_from_household_member,0.5828466465712132
current_population_survey,VA,2035,67230,date_of_birth,copy_from_household_member,0.7318161535029005
current_population_survey,VA,2036,66850,date_of_birth,copy_from_household_member,0.7288257292445774
current_population_survey,VA,2037,66022,date_of_birth,copy_from_household_member,0.720986943746024
current_population_survey,VA,2038,65993,date_of_birth,copy_from_household_member,0.7212280090312609
current_population_survey,VA,2039,65143,date_of_birth,copy_from_household_member,0.7158251845938934
current_population_survey,VA,2040,63783,date_of_birth,copy_from_household_member,0.7115845915055736
current_population_survey,VA,2041,29691,date_of_birth,copy_from_household_member,0.708665925701391
current_population_survey,VT,2019,6803,date_of_birth,copy_from_household_member,0.8596207555490225
current_population_survey,VT,2020,6771,date_of_birth,copy_from_household_member,0.8443361394181066
current_population_survey,VT,2021,6465,date_of_birth,copy_from_household_member,0.82861562258314
current_population_survey,VT,2022,6235,date_of_birth,copy_from_household_member,0.8067361668003208
current_population_survey,VT,2023,5974,date_of_birth,copy_from_household_member,0.8014730498828255
current_population_survey,VT,2024,5884,date_of_birth,copy_from_household_member,0.802345343303875
current_population_survey,VT,2025,6006,date_of_birth,copy_from_household_member,0.7923742923742924
current_population_survey,VT,2026,5468,date_of_birth,copy_from_household_member,0.7799926847110461
current_population_survey,VT,2027,5501,date_of_birth,copy_from_household_member,0.7638611161606981
current_population_survey,VT,2028,5614,date_of_birth,copy_from_household_member,0.7677235482721767
current_population_survey,VT,2029,5264,date_of_birth,copy_from_household_member,0.744870820668693
current_population_survey,VT,2030,5270,date_of_birth,copy_from_household_member,0.744022770398482
current_population_survey,VT,2031,5285,date_of_birth,copy_from_household_member,0.7339640491958372
current_population_survey,VT,2032,5085,date_of_birth,copy_from_household_member,0.7431661750245822
current_population_survey,VT,2033,5166,date_of_birth,copy_from_household_member,0.7396438250096786
current_population_survey,VT,2034,5024,date_of_birth,copy_from_household_member,0.7294984076433121
current_population_survey,VT,2035,4789,date_of_birth,copy_from_household_member,0.7226978492378368
current_population_survey,VT,2036,4686,date_of_birth,copy_from_household_member,0.7114810072556551
current_population_survey,VT,2037,4769,date_of_birth,copy_from_household_member,0.71042147200671
current_population_survey,VT,2038,4717,date_of_birth,copy_from_household_member,0.721433114267543
current_population_survey,VT,2039,4696,date_of_birth,copy_from_household_member,0.7061328790459966
current_population_survey,VT,2040,4823,date_of_birth,copy_from_household_member,0.7047480821065727
current_population_survey,VT,2041,2118,date_of_birth,copy_from_household_member,0.6949952785646837
current_population_survey,WA,2019,83726,date_of_birth,copy_from_household_member,0.8818646537515228
current_population_survey,WA,2020,81310,date_of_birth,copy_from_household_member,0.8622801623416554
current_population_survey,WA,2021,86487,date_of_birth,copy_from_household_member,0.7690404338224242
current_population_survey,WA,2022,86126,date_of_birth,copy_from_household_member,0.7494717042472656
current_population_survey,WA,2023,85656,date_of_birth,copy_from_household_member,0.7222494629681516
current_population_survey,WA,2024,74661,date_of_birth,copy_from_household_member,0.8113874713705951
current_population_survey,WA,2025,73235,date_of_birth,copy_from_household_member,0.7980746910630163
current_population_survey,WA,2026,82850,date_of_birth,copy_from_household_member,0.6771756185878093
current_population_survey,WA,2027,108827,date_of_birth,copy_from_household_member,0.5068043775901201
current_population_survey,WA,2028,84293,date_of_birth,copy_from_household_member,0.642971539748259
current_population_survey,WA,2029,69084,date_of_birth,copy_from_household_member,0.7646922586995542
current_population_survey,WA,2030,69274,date_of_birth,copy_from_household_member,0.7607327424430522
current_population_survey,WA,2031,82591,date_of_birth,copy_from_household_member,0.6158903512489254
current_population_survey,WA,2032,66661,date_of_birth,copy_from_household_member,0.7442282594020492
current_population_survey,WA,2033,66278,date_of_birth,copy_from_household_member,0.7400796644437068
current_population_survey,WA,2034,65452,date_of_birth,copy_from_household_member,0.7316659536759763
current_population_survey,WA,2035,65356,date_of_birth,copy_from_household_member,0.7303384540057531
current_population_survey,WA,2036,64732,date_of_birth,copy_from_household_member,0.7236297349070012
current_population_survey,WA,2037,64128,date_of_birth,copy_from_household_member,0.718375748502994
current_population_survey,WA,2038,100542,date_of_birth,copy_from_household_member,0.4571522348869129
current_population_survey,WA,2039,83632,date_of_birth,copy_from_household_member,0.5430696384159174
current_population_survey,WA,2040,62866,date_of_birth,copy_from_household_member,0.7051188241656857
current_population_survey,WA,2041,28882,date_of_birth,copy_from_household_member,0.7025136763382037
current_population_survey,WI,2019,63947,date_of_birth,copy_from_household_member,0.857460084132172
current_population_survey,WI,2020,61749,date_of_birth,copy_from_household_member,0.8429448250174092
current_population_survey,WI,2021,60270,date_of_birth,copy_from_household_member,0.8308445329351253
current_population_survey,WI,2022,58728,date_of_birth,copy_from_household_member,0.817770058575126
current_population_survey,WI,2023,56717,date_of_birth,copy_from_household_member,0.8063719872348678
current_population_survey,WI,2024,55763,date_of_birth,copy_from_household_member,0.7978946613345766
current_population_survey,WI,2025,55284,date_of_birth,copy_from_household_member,0.784892554807901
current_population_survey,WI,2026,53941,date_of_birth,copy_from_household_member,0.7803526074785414
current_population_survey,WI,2027,52878,date_of_birth,copy_from_household_member,0.7719089224252051
current_population_survey,WI,2028,65433,date_of_birth,copy_from_household_member,0.6079042684883774
current_population_survey,WI,2029,65859,date_of_birth,copy_from_household_member,0.5840507751408311
current_population_survey,WI,2030,65787,date_of_birth,copy_from_household_member,0.576831288856461
current_population_survey,WI,2031,49651,date_of_birth,copy_from_household_member,0.7456848804656503
current_population_survey,WI,2032,49241,date_of_birth,copy_from_household_member,0.7397900123880506
current_population_survey,WI,2033,48396,date_of_birth,copy_from_household_member,0.735329366063311
current_population_survey,WI,2034,47881,date_of_birth,copy_from_household_member,0.7310206553747833
current_population_survey,WI,2035,66664,date_of_birth,copy_from_household_member,0.5236259450378015
current_population_survey,WI,2036,47118,date_of_birth,copy_from_household_member,0.7218048304257396
current_population_survey,WI,2037,47051,date_of_birth,copy_from_household_member,0.7215787124609466
current_population_survey,WI,2038,46798,date_of_birth,copy_from_household_member,0.7149450831232104
current_population_survey,WI,2039,65821,date_of_birth,copy_from_household_member,0.5015572537639963
current_population_survey,WI,2040,44517,date_of_birth,copy_from_household_member,0.7014174360356717
current_population_survey,WI,2041,21174,date_of_birth,copy_from_household_member,0.706574100311703
current_population_survey,WV,2019,19369,date_of_birth,copy_from_household_member,0.8547162992410553
current_population_survey,WV,2020,18951,date_of_birth,copy_from_household_member,0.8423302200411588
current_population_survey,WV,2021,26858,date_of_birth,copy_from_household_member,0.5802368009531611
current_population_survey,WV,2022,17841,date_of_birth,copy_from_household_member,0.8078583039067316
current_population_survey,WV,2023,18055,date_of_birth,copy_from_household_member,0.807809471060648
current_population_survey,WV,2024,17586,date_of_birth,copy_from_household_member,0.7925622654384169
current_population_survey,WV,2025,17475,date_of_birth,copy_from_household_member,0.7852932761087268
current_population_survey,WV,2026,17016,date_of_birth,copy_from_household_member,0.7765044663845793
current_population_survey,WV,2027,16616,date_of_birth,copy_from_household_member,0.768175252768416
current_population_survey,WV,2028,16668,date_of_birth,copy_from_household_member,0.7622990160787138
current_population_survey,WV,2029,16450,date_of_birth,copy_from_household_member,0.7558662613981763
current_population_survey,WV,2030,16256,date_of_birth,copy_from_household_member,0.7513533464566929
current_population_survey,WV,2031,15634,date_of_birth,copy_from_household_member,0.7405014711526161
current_population_survey,WV,2032,15958,date_of_birth,copy_from_household_member,0.7374357688933451
current_population_survey,WV,2033,15204,date_of_birth,copy_from_household_member,0.7257958431991581
current_population_survey,WV,2034,15613,date_of_birth,copy_from_household_member,0.7357330429770064
current_population_survey,WV,2035,15089,date_of_birth,copy_from_household_member,0.7185366823513818
current_population_survey,WV,2036,15128,date_of_birth,copy_from_household_member,0.721641988365944
current_population_survey,WV,2037,15152,date_of_birth,copy_from_household_member,0.7255807814149947
current_population_survey,WV,2038,15248,date_of_birth,copy_from_household_member,0.7154380902413431
current_population_survey,WV,2039,15148,date_of_birth,copy_from_household_member,0.7196329548455241
current_population_survey,WV,2040,14663,date_of_birth,copy_from_household_member,0.7055172884130123
current_population_survey,WV,2041,6841,date_of_birth,copy_from_household_member,0.7102762753983336
current_population_survey,WY,2019,6290,date_of_birth,copy_from_household_member,0.856120826709062
current_population_survey,WY,2020,6129,date_of_birth,copy_from_household_member,0.8379833578071464
current_population_survey,WY,2021,6242,date_of_birth,copy_from_household_member,0.8345081704581865
current_population_survey,WY,2022,6141,date_of_birth,copy_from_household_member,0.8153395212506106
current_population_survey,WY,2023,6160,date_of_birth,copy_from_household_member,0.8126623376623376
current_population_survey,WY,2024,6067,date_of_birth,copy_from_household_member,0.795450799406626
current_population_survey,WY,2025,5985,date_of_birth,copy_from_household_member,0.7914786967418547
current_population_survey,WY,2026,5914,date_of_birth,copy_from_household_member,0.7805207981061887
current_population_survey,WY,2027,5903,date_of_birth,copy_from_household_member,0.7691004573945451
current_population_survey,WY,2028,5635,date_of_birth,copy_from_household_member,0.7568766637089619
current_population_survey,WY,2029,5489,date_of_birth,copy_from_household_member,0.7606121333576243
current_population_survey,WY,2030,5752,date_of_birth,copy_from_household_member,0.7496522948539638
current_population_survey,WY,2031,5880,date_of_birth,copy_from_household_member,0.7372448979591837
current_population_survey,WY,2032,5521,date_of_birth,copy_from_household_member,0.7362796594819779
current_population_survey,WY,2033,5510,date_of_birth,copy_from_household_member,0.7261343012704174
current_population_survey,WY,2034,5430,date_of_birth,copy_from_household_member,0.7158379373848988
current_population_survey,WY,2035,5491,date_of_birth,copy_from_household_member,0.726097250045529
current_population_survey,WY,2036,5359,date_of_birth,copy_from_household_member,0.720283635006531
current_population_survey,WY,2037,5618,date_of_birth,copy_from_household_member,0.7184051263794945
current_population_survey,WY,2038,5517,date_of_birth,copy_from_household_member,0.7159688236360341
current_population_survey,WY,2039,5654,date_of_birth,copy_from_household_member,0.7223204810753449
current_population_survey,WY,2040,5529,date_of_birth,copy_from_household_member,0.7122445288478929
current_population_survey,WY,2041,2508,date_of_birth,copy_from_household_member,0.7049441786283892
current_population_survey,AK,3000,140608,date_of_birth,copy_from_household_member,0.7760867091488394
current_population_survey,AL,3000,1067382,date_of_birth,copy_from_household_member,0.6892696335519992
current_population_survey,AR,3000,593747,date_of_birth,copy_from_household_member,0.7524955915566731
current_population_survey,AZ,3000,1628110,date_of_birth,copy_from_household_member,0.7114826393794031
current_population_survey,CA,3000,8244771,date_of_birth,copy_from_household_member,0.7421952653384793
current_population_survey,CO,3000,1331703,date_of_birth,copy_from_household_member,0.6771982942142505
current_population_survey,CT,3000,777925,date_of_birth,copy_from_household_member,0.7317042131310859
current_population_survey,DC,3000,136523,date_of_birth,copy_from_household_member,0.7231821744321469
current_population_survey,DE,3000,179865,date_of_birth,copy_from_household_member,0.7695327050843689
current_population_survey,FL,3000,4754218,date_of_birth,copy_from_household_member,0.6859098594132621
current_population_survey,GA,3000,2231064,date_of_birth,copy_from_household_member,0.7052908388105407
current_population_survey,HI,3000,284383,date_of_birth,copy_from_household_member,0.7853212041507404
current_population_survey,IA,3000,692707,date_of_birth,copy_from_household_member,0.6996233616810571
current_population_survey,ID,3000,431993,date_of_birth,copy_from_household_member,0.6685038877944781
current_population_survey,IL,3000,2814572,date_of_birth,copy_from_household_member,0.7018520044965985
current_population_survey,IN,3000,1452984,date_of_birth,copy_from_household_member,0.7324801924866344
current_population_survey,KS,3000,620493,date_of_birth,copy_from_household_member,0.7578312728749559
current_population_survey,KY,3000,1026921,date_of_birth,copy_from_household_member,0.702031607105123
current_population_survey,LA,3000,1007046,date_of_birth,copy_from_household_member,0.700547939220254
current_population_survey,MA,3000,1600107,date_of_birth,copy_from_household_member,0.7018468139943141
current_population_survey,MD,3000,1358219,date_of_birth,copy_from_household_member,0.70277915417175
current_population_survey,ME,3000,321122,date_of_birth,copy_from_household_member,0.6792278324126033
current_population_survey,MI,3000,2150959,date_of_birth,copy_from_household_member,0.7102315757762003
current_population_survey,MN,3000,1276678,date_of_birth,copy_from_household_member,0.7163356774378504
current_population_survey,MO,3000,1458597,date_of_birth,copy_from_household_member,0.6780995710261299
current_population_survey,MS,3000,601001,date_of_birth,copy_from_household_member,0.7446792933788796
current_population_survey,MT,3000,257992,date_of_birth,copy_from_household_member,0.6146547179757512
current_population_survey,NC,3000,2311353,date_of_birth,copy_from_household_member,0.7110761532314622
current_population_survey,ND,3000,173831,date_of_birth,copy_from_household_member,0.6441083581179421
current_population_survey,NE,3000,417751,date_of_birth,copy_from_household_member,0.7353471326220643
current_population_survey,NH,3000,335418,date_of_birth,copy_from_household_member,0.6526304491708853
current_population_survey,NJ,3000,2041994,date_of_birth,copy_from_household_member,0.7529752780860277
current_population_survey,NM,3000,480993,date_of_birth,copy_from_household_member,0.7444619776171378
current_population_survey,NV,3000,586409,date_of_birth,copy_from_household_member,0.7464960462748695
current_population_survey,NY,3000,4328303,date_of_birth,copy_from_household_member,0.7313852565312549
current_population_survey,OH,3000,2672233,date_of_birth,copy_from_household_member,0.7205906071813348
current_population_survey,OK,3000,823055,date_of_birth,copy_from_household_member,0.7297957001658455
current_population_survey,OR,3000,895209,date_of_birth,copy_from_household_member,0.7545143089490834
current_population_survey,PA,3000,2902272,date_of_birth,copy_from_household_member,0.6984314357854812
current_population_survey,RI,3000,208582,date_of_birth,copy_from_household_member,0.768680902474806
current_population_survey,SC,3000,1155385,date_of_birth,copy_from_household_member,0.6130372127039905
current_population_survey,SD,3000,172991,date_of_birth,copy_from_household_member,0.7654328837916423
current_population_survey,TN,3000,1515369,date_of_birth,copy_from_household_member,0.6978768867516757
current_population_survey,TX,3000,6363188,date_of_birth,copy_from_household_member,0.7181786865325996
current_population_survey,UT,3000,653013,date_of_birth,copy_from_household_member,0.7405227767287941
current_population_survey,VA,3000,1761524,date_of_birth,copy_from_household_member,0.7258402383390746
current_population_survey,VT,3000,122413,date_of_birth,copy_from_household_member,0.7658990466698798
current_population_survey,WA,3000,1736649,date_of_birth,copy_from_household_member,0.7030441960350077
current_population_survey,WI,3000,1250668,date_of_birth,copy_from_household_member,0.7174326040164136
current_population_survey,WV,3000,378819,date_of_birth,copy_from_household_member,0.7489751042054384
current_population_survey,WY,3000,129724,date_of_birth,copy_from_household_member,0.7641222904011594
current_population_survey,USA,2019,3581380,date_of_birth,copy_from_household_member,0.859730048193713
current_population_survey,USA,2020,3594033,date_of_birth,copy_from_household_member,0.8160122625473946
current_population_survey,USA,2021,3494209,date_of_birth,copy_from_household_member,0.8028984528401134
current_population_survey,USA,2022,3442701,date_of_birth,copy_from_household_member,0.7849691274380203
current_population_survey,USA,2023,3407043,date_of_birth,copy_from_household_member,0.7665829283633931
current_population_survey,USA,2024,3220496,date_of_birth,copy_from_household_member,0.7857404573705417
current_population_survey,USA,2025,3321133,date_of_birth,copy_from_household_member,0.7398688941394398
current_population_survey,USA,2026,3217686,date_of_birth,copy_from_household_member,0.7436716945034413
current_population_survey,USA,2027,3245988,date_of_birth,copy_from_household_member,0.7187201554657626
current_population_survey,USA,2028,3237245,date_of_birth,copy_from_household_member,0.703534332433906
current_population_survey,USA,2029,3106333,date_of_birth,copy_from_household_member,0.7160713291202199
current_population_survey,USA,2030,3141412,date_of_birth,copy_from_household_member,0.6939856981510225
current_population_survey,USA,2031,3218177,date_of_birth,copy_from_household_member,0.664253395633615
current_population_survey,USA,2032,3118397,date_of_birth,copy_from_household_member,0.6734367048198161
current_population_survey,USA,2033,3246420,date_of_birth,copy_from_household_member,0.6364096450859716
current_population_survey,USA,2034,2971551,date_of_birth,copy_from_household_member,0.6844883362257622
current_population_survey,USA,2035,2902556,date_of_birth,copy_from_household_member,0.690605108049595
current_population_survey,USA,2036,3136284,date_of_birth,copy_from_household_member,0.630506357204896
current_population_survey,USA,2037,2966295,date_of_birth,copy_from_household_member,0.6577558873948814
current_population_survey,USA,2038,2962528,date_of_birth,copy_from_household_member,0.6501265135721924
current_population_survey,USA,2039,3017657,date_of_birth,copy_from_household_member,0.6312185248356589
current_population_survey,USA,2040,2907037,date_of_birth,copy_from_household_member,0.64701825260566
current_population_survey,USA,2041,1402275,date_of_birth,copy_from_household_member,0.6157308659143178
current_population_survey,AK,2019,7825,first_name,use_nickname,0.5819808306709265
current_population_survey,AK,2020,7573,first_name,use_nickname,0.5795589594612439
current_population_survey,AK,2021,6892,first_name,use_nickname,0.5893789901334882
current_population_survey,AK,2022,7100,first_name,use_nickname,0.5795774647887324
current_population_survey,AK,2023,6838,first_name,use_nickname,0.5688797894121088
current_population_survey,AK,2024,6755,first_name,use_nickname,0.5658031088082901
current_population_survey,AK,2025,6630,first_name,use_nickname,0.5638009049773756
current_population_survey,AK,2026,6572,first_name,use_nickname,0.5459525258673159
current_population_survey,AK,2027,6198,first_name,use_nickname,0.5579219102936431
current_population_survey,AK,2028,6130,first_name,use_nickname,0.5562805872756933
current_population_survey,AK,2029,5957,first_name,use_nickname,0.5526271613228135
current_population_survey,AK,2030,6287,first_name,use_nickname,0.5439796405280738
current_population_survey,AK,2031,5922,first_name,use_nickname,0.5418777440054036
current_population_survey,AK,2032,5941,first_name,use_nickname,0.5398081131122706
current_population_survey,AK,2033,5920,first_name,use_nickname,0.5444256756756757
current_population_survey,AK,2034,5652,first_name,use_nickname,0.5385704175513093
current_population_survey,AK,2035,5589,first_name,use_nickname,0.5333691179101807
current_population_survey,AK,2036,5645,first_name,use_nickname,0.5294951284322409
current_population_survey,AK,2037,5702,first_name,use_nickname,0.5289372150122764
current_population_survey,AK,2038,5716,first_name,use_nickname,0.520293911826452
current_population_survey,AK,2039,5683,first_name,use_nickname,0.510997712475805
current_population_survey,AK,2040,5582,first_name,use_nickname,0.5093156574704407
current_population_survey,AK,2041,2499,first_name,use_nickname,0.5122048819527811
current_population_survey,AL,2019,51735,first_name,use_nickname,0.5995554266937276
current_population_survey,AL,2020,49687,first_name,use_nickname,0.5973393442952885
current_population_survey,AL,2021,48294,first_name,use_nickname,0.591460636932124
current_population_survey,AL,2022,47425,first_name,use_nickname,0.5883605693199789
current_population_survey,AL,2023,46117,first_name,use_nickname,0.5851204544961728
current_population_survey,AL,2024,44840,first_name,use_nickname,0.5823595004460304
current_population_survey,AL,2025,56814,first_name,use_nickname,0.5729221670714965
current_population_survey,AL,2026,44807,first_name,use_nickname,0.5709598946593166
current_population_survey,AL,2027,43590,first_name,use_nickname,0.5656802018811654
current_population_survey,AL,2028,70927,first_name,use_nickname,0.554584290890634
current_population_survey,AL,2029,42011,first_name,use_nickname,0.5604484539763396
current_population_survey,AL,2030,56139,first_name,use_nickname,0.554890539553608
current_population_survey,AL,2031,57621,first_name,use_nickname,0.5397684871834921
current_population_survey,AL,2032,57800,first_name,use_nickname,0.53719723183391
current_population_survey,AL,2033,40347,first_name,use_nickname,0.5395444518799415
current_population_survey,AL,2034,39804,first_name,use_nickname,0.537760024118179
current_population_survey,AL,2035,39613,first_name,use_nickname,0.5404791356372908
current_population_survey,AL,2036,39334,first_name,use_nickname,0.5262114201454212
current_population_survey,AL,2037,38523,first_name,use_nickname,0.5258676634737689
current_population_survey,AL,2038,38437,first_name,use_nickname,0.519057158467102
current_population_survey,AL,2039,58120,first_name,use_nickname,0.5087921541637991
current_population_survey,AL,2040,37901,first_name,use_nickname,0.507902166169758
current_population_survey,AL,2041,17496,first_name,use_nickname,0.5046867855509831
current_population_survey,AR,2019,32466,first_name,use_nickname,0.5919423396784328
current_population_survey,AR,2020,31476,first_name,use_nickname,0.5940716736561189
current_population_survey,AR,2021,30094,first_name,use_nickname,0.5897188808400345
current_population_survey,AR,2022,29160,first_name,use_nickname,0.5827846364883402
current_population_survey,AR,2023,28243,first_name,use_nickname,0.5856318379775519
current_population_survey,AR,2024,27536,first_name,use_nickname,0.574883788495061
current_population_survey,AR,2025,26907,first_name,use_nickname,0.5734567212992902
current_population_survey,AR,2026,26683,first_name,use_nickname,0.5718622343814413
current_population_survey,AR,2027,26635,first_name,use_nickname,0.5653088042049934
current_population_survey,AR,2028,39292,first_name,use_nickname,0.568207268655197
current_population_survey,AR,2029,25010,first_name,use_nickname,0.5564574170331867
current_population_survey,AR,2030,25289,first_name,use_nickname,0.5503578631025347
current_population_survey,AR,2031,24389,first_name,use_nickname,0.5490179999179958
current_population_survey,AR,2032,24827,first_name,use_nickname,0.547669875538728
current_population_survey,AR,2033,24008,first_name,use_nickname,0.5393202265911363
current_population_survey,AR,2034,23470,first_name,use_nickname,0.5409884959522795
current_population_survey,AR,2035,23555,first_name,use_nickname,0.5257907026109107
current_population_survey,AR,2036,23495,first_name,use_nickname,0.5319004043413492
current_population_survey,AR,2037,23129,first_name,use_nickname,0.5276492714773661
current_population_survey,AR,2038,23210,first_name,use_nickname,0.5228780697975011
current_population_survey,AR,2039,22361,first_name,use_nickname,0.5163901435535083
current_population_survey,AR,2040,22468,first_name,use_nickname,0.5155777105216308
current_population_survey,AR,2041,10044,first_name,use_nickname,0.49910394265232977
current_population_survey,AZ,2019,77540,first_name,use_nickname,0.5946221305132835
current_population_survey,AZ,2020,75454,first_name,use_nickname,0.5928247674079572
